"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","subphylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","iNaturalist","","25860489","","","Bridgette Clarkston","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8832561596","-123.3167937818","2","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:185","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1993-05-09,"1993","05","09","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","71","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:188","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1994-02-26,"1994","02","26","HumanObservation","Alcala Point","","Galiano Island","British Columbia","Canada","CA","49.002312","-123.590188","100","","","","","","79","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:192","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1994-02-26,"1994","02","26","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","60","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:195","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1994-02-27,"1994","02","27","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","69","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:238","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1995-02-26,"1995","02","26","HumanObservation","Virago Point","","Galiano Island","British Columbia","Canada","CA","49.00942","-123.58796","100","","","","","","41","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:265","Pacific Marine Life Survey Dive Records","","Charlie Gibbs","","",1996-09-29,"1996","09","29","HumanObservation","Retreat Cove, north of","","Galiano Island","British Columbia","Canada","CA","48.94167","-123.51333","100","","","","","","58","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:292","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2005-12-10,"2005","12","10","HumanObservation","Virago Point","","Galiano Island","British Columbia","Canada","CA","49.00942","-123.58796","100","","","","","","80","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:315","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-09-28,"2006","09","28","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","62","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:323","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2006-09-29,"2006","09","29","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","82","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:387","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2007-12-15,"2007","12","15","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","71","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:399","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-02-16,"2008","02","16","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","81","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:410","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-02-17,"2008","02","17","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","96","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:419","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-01,"2008","03","01","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","96","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:428","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-01,"2008","03","01","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","102","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:437","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-03-07,"2008","03","07","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","71","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:459","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-04-27,"2008","04","27","HumanObservation","Mathews Point","","Galiano Island","British Columbia","Canada","CA","48.86123","-123.32878","100","","","","","","89","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:470","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-04-27,"2008","04","27","HumanObservation","Walker Rock","","Galiano Island","British Columbia","Canada","CA","48.92833","-123.50483","100","","","","","","110","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:480","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-05-30,"2008","05","30","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","54","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:492","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-06-21,"2008","06","21","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","76","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:496","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-06-21,"2008","06","21","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","76","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:522","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-08-29,"2008","08","29","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","85","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:541","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2008-10-06,"2008","10","06","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","63","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:606","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-02-14,"2009","02","14","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","75","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:619","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-03-07,"2009","03","07","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","73","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:630","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-03-19,"2009","03","19","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","71","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:643","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-03-20,"2009","03","20","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","68","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:652","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-03-20,"2009","03","20","HumanObservation","Dionisio Bay","","Galiano Island","British Columbia","Canada","CA","49.01333","-123.575","100","","","","","","56","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:674","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-04-11,"2009","04","11","HumanObservation","Alcala Point","","Galiano Island","British Columbia","Canada","CA","49.002312","-123.590188","100","","","","","","60","","present","","","","","","unlisted","unlisted","","","","","",""
"Costaria costata","(C. Agardh) De A. Saunders",125877,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Laminariaceae","Costaria","","costata","","species","PMLS","","PMLS2021:697","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-05-30,"2009","05","30","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","92","","present","","","","","","unlisted","unlisted","","","","","",""
