scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,reportingStatus,observation,firstReported,firstReportedBy,Collection.List,firstReportedCollectionNumber,firstReportedGBIF,firstObservediNat,firstObservedBy,firstObservedID,notes,ID,statsCode
Eurylepta leoparda,"Freeman, 1933",,spotted flatworm,Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Cotylea,,Euryleptidae,,,Eurylepta,leoparda,NA,,NA,native,unlisted,NA,confirmed,observed,1996-09-28,Charlie Gibbs,PMLS,,NA,2015-04-22,Karolle Wall,iNat:4028701,,447179,WOR
Eusergestes similis,"(Hansen, 1903)",,Pacific sergestid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Dendrobranchiata,Sergestoidea,Sergestidae,,,Eusergestes,similis,NA,,NA,native,unlisted,NA,confirmed,observed,1965-01-29,W. Barraclough,RBCM,015-00030-001,1898267324,2022-12-04,Christian Adler,iNat:143661477,,459581,ART
Euspira pallida,"(Broderip & G.B. Sowerby I, 1829)",,pale northern moonsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Polinicinae,,Euspira,pallida,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03310-001,1898274458,,,,,873876,MOL
Eutonina indicans,"(Romanes, 1876)",,aggregating jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Eirenidae,,,Eutonina,indicans,NA,,NA,native,unlisted,NA,confirmed,observed,1996-05-29,Charlie Gibbs,PMLS,,NA,2021-03-27,Andrew Simon,iNat:72235816,,348053,CNI
Evasterias troschelii,"(Stimpson, 1862)",,mottled star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Evasterias,troschelii,NA,,NA,native,unlisted,NA,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,NA,2007-07-11,Karolle Wall,iNat:97172663,,84265,ECH
Fabia subquadrata,"Dana, 1851",,pea crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pinnotheroidea,Pinnotheridae,Pinnotherinae,,Fabia,subquadrata,NA,,NA,native,unlisted,NA,reported,unobserved,1934-09-06,Joesphine F.L. Hart,RBCM,985-00143-001,1898269203,,,,,117669,ART
Florometra serratissima,"A.H. Clark, 1907",,feather star,Animalia,Echinodermata,Crinozoa,,Crinoidea,Articulata,,Comatulida,,Antedonoidea,Antedonidae,Heliometrinae,,Florometra,serratissima,NA,,NA,native,unlisted,NA,confirmed,observed,1960-06-21,Dan Quayle,RBCM,009-00308-001,1898303669,2015-05-16,Peter Luckham,iNat:2854130,,195902,ECH
Fusinus sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Fasciolariidae,Fusininae,,Fusinus,,NA,,NA,native,unlisted,NA,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-021,1898321859,,,,,129947,MOL
Fusitriton oregonensis,"(Redfield, 1848)",,Oregon triton,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Tonnoidea,Cymatiidae,,,Fusitriton,oregonensis,NA,,NA,native,unlisted,NA,confirmed,observed,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,NA,2023-05-27,Daniella LoScerbo,iNat:166012098,,448389,MOL
Gadila aberrans,"(Whiteaves, 1887)",,aberrant toothshell,Animalia,Mollusca,,,Scaphopoda,,,Gadilida,Gadilimorpha,,Gadilidae,,,Gadila,aberrans,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03327,1898278030,,,,,509660,MOL
Gadus chalcogrammus,"Pallas, 1814",,walleye pollock,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gadiformes,Gadoidei,,Gadidae,,,Gadus,chalcogrammus,NA,,NA,native,SNR,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,reported as Theragra chalcogramma,614161,FIS
Gadus macrocephalus,"Tilesius, 1810",,Pacific cod,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gadiformes,Gadoidei,,Gadidae,,,Gadus,macrocephalus,NA,,NA,native,SNR,NA,confirmed,observed,1994-02-26,Charlie Gibbs,PMLS,,NA,2009-10-03,Jackson W.F. Chu,iNat:59920052,,180029,FIS
Gari californica,"(Conrad, 1849)",,California sunsetclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Psammobiidae,,,Gari,californica,NA,,NA,native,unlisted,NA,reported,unobserved,2005-12-10,Andy Lamb,PMLS,,NA,,,,,354323,MOL
Garveia annulata,"Nutting, 1901",,orange hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,Garveia,annulata,NA,,NA,native,unlisted,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2008-11-09,Neil McDaniel,iNat:130990318,,63662,CNI
Gasterosteus aculeatus,"Linnaeus, 1758",,three-spined stickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Gasterosteoidei,,Gasterosteidae,,,Gasterosteus,aculeatus,NA,,NA,native,SNR,NA,confirmed,observed,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,NA,2016-06-20,Karolle Wall,iNat:4014949,,48403,FIS
Gastropteron pacificum,"Bergh, 1894",,winged sea slug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Gastropteridae,,,Gastropteron,pacificum,NA,,NA,native,unlisted,NA,confirmed,observed,1994-02-27,Charlie Gibbs,PMLS,,NA,2009-07-26,Karolle Wall,iNat:97178769,,49839,MOL
Geitodoris heathi,"(MacFarland, 1905)",,Heath's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Geitodoris,heathi,NA,,NA,native,unlisted,NA,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,NA,2009-11-14,Karin Fletcher,iNat:68751132,,47505,MOL
Glebocarcinus oregonensis,"(Dana, 1852)",,pygmy rock crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,Glebocarcinus,oregonensis,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-003,NA,2013-10-13,Peter Luckham,iNat:2976002,,429951,ART
Glycymeris septentrionalis,"(Middendorff, 1849)",,western bittersweet,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Arcida,,Arcoidea,Glycymerididae,,,Glycymeris,septentrionalis,NA,,NA,native,unlisted,NA,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00294,1898292826,,,,,479438,MOL
Gnathopleustes pachychaetus,"Bousfield & Hendrycks, 1995",,amphipod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochoidea,Pleustidae,Parapleustinae,,Gnathopleustes,pachychaetus,NA,,NA,native,unlisted,NA,reported,unobserved,1976-06-20,Rita M. O'Clair,CMN,CMNC 2004-0232,NA,,,,,1128633,ART
Gnorimosphaeroma oregonense,"(Dana, 1853)",,Oregon pillbug,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Sphaeromatidea,Sphaeromatoidea,Sphaeromatidae,,,Gnorimosphaeroma,oregonense,NA,,NA,native,unlisted,NA,confirmed,observed,1976-06-20,Rita M. O'Clair,CMN,CMNC 1987-0202,NA,2019-05-04,David Metzger,iNat:24633050,,123798,ART
Gobiesox maeandricus,"(Girard, 1858)",,northern clingfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiesociformes,,,Gobiesocidae,Gobiesocinae,,Gobiesox,maeandricus,NA,,NA,native,SNR,NA,confirmed,observed,1995-02-23,Andy Lamb,PMLS,,NA,2018-05-18,Karolle Wall,iNat:12684292,,67409,FIS
Golfingia vulgaris,"(de Blainville, 1827)",,brown peanut worm,Animalia,Annelida,,,,,,Sipuncula,,,Golfingiidae,,,Golfingia,vulgaris,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-15,Andy Lamb,PMLS,,NA,,,,,874030,WOR
Gonionemus vertens,"A. Agassiz, 1862",,clinging jellyfish,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Limnomedusae,,,Olindiidae,,,Gonionemus,vertens,NA,,NA,native,unlisted,NA,new 2009,observed,,,,,NA,2009-07-09,Karolle Wall,iNat:97205557,,501046,CNI
Gorgonocephalus eucnemis,"(Müller & Troschel, 1842)",,basket star,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Euryalida,,,Gorgonocephalidae,Gorgonocephalinae,,Gorgonocephalus,eucnemis,NA,,NA,native,unlisted,NA,confirmed,observed,1971-08-21,Andy Lamb,PMLS,,NA,2021-06-27,"Dave ""Zeuss"" Cochrane",iNat:84819058,,465153,ECH
Grammaria sp.,,,spindly embedded hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Lafoeidae,,,Grammaria,,NA,,NA,,,NA,reported,unobserved,2009-04-13,Andy Lamb,PMLS,,NA,,,,,874029,CNI
Grimothea quadrispina,"(Benedict, 1902)",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Munididae,,,Grimothea,quadrispina,NA,,NA,,,NA,new 2008,observed,,,,,NA,2008-05-21,Jackson W.F. Chu,iNat:116733051,,1427738,ART
Grimothea quadrispina,"(Benedict, 1902)",,squat lobster,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Munididae,,,Grimothea,quadrispina,NA,,NA,native,unlisted,NA,confirmed,observed,2008-05-21,Jackson W.F. Chu,Chu (2010),,NA,2008-05-24,Jackson W.F. Chu,iNat:60468460,,1427738,ART
Halcampa decemtentaculata,"Hand, 1955",,ten-tentacled burrowing anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Halcampidae,,,Halcampa,decemtentaculata,NA,,NA,native,unlisted,NA,reported,unobserved,2008-06-21,Andy Lamb,PMLS,,NA,,,,,124510,CNI
Halecium beanii,"(Johnston, 1838)",,candalabrum hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Haleciidae,,,Halecium,beanii,NA,,NA,native,unlisted,NA,reported,unobserved,2010-04-18,Andy Lamb,PMLS,,NA,,,,,668120,CNI
Halecium densum,"Calkins, 1899",,dense bushy hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Haleciidae,,,Halecium,densum,NA,,NA,native,unlisted,NA,reported,unobserved,2006-06-30,Andy Lamb,PMLS,,NA,,,,,874028,CNI
Halichondria (Eumastia) sitiens,"(Schmidt, 1870)",,breast sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,Halichondria,sitiens,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-15,Andy Lamb,PMLS,,NA,,,,,459775,POR
Halichondria (Halichondria) bowerbanki,"Burton, 1930",,Bowerbank's crumb of bread sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,Halichondria,bowerbanki,NA,,NA,native,unlisted,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,120498,POR
Halichondria (Halichondria) panicea,"(Pallas, 1766)",,yellow-green encrusting sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,Halichondria,panicea,NA,,NA,native,unlisted,NA,reported,unobserved,1968-08-02,Andy Lamb,PMLS,,NA,,,,,186854,POR
Haliclona (Haliclona) sp.1,,,gnarled finger sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Chalinidae,,,Haliclona,,NA,,NA,,,NA,reported,unobserved,2006-11-11,Andy Lamb,PMLS,,NA,,,,undescribed species,129864,POR
Haliclona (Haliclona) sp.2,,,gnarled finger sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Chalinidae,,,Haliclona,,NA,,NA,,,NA,reported,unobserved,1994-09-10,Andy Lamb,PMLS,,NA,,,,undescribed species,129864,POR
Haliotis kamtschatkana,"Jonas, 1845",,northern abalone,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Haliotoidea,Haliotidae,,,Haliotis,kamtschatkana,NA,,NA,native,unlisted,NA,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,NA,,,,,56654,MOL
Hallaxa chani,"Gosliner & G. C. Williams, 1975",,Chan's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Actinocyclidae,,,Hallaxa,chani,NA,,NA,native,unlisted,NA,new 2009,observed,,,,,NA,2009-11-15,Karin Fletcher,iNat:68751508,,48721,MOL
Halocynthia aurantium,"(Pallas, 1787)",,Pacific sea peach,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Halocynthia,aurantium,NA,,NA,native,unlisted,NA,reported,unobserved,1973-06-14,Philip Lambert,RBCM,973-00137-008,1898284570,,,,,473652,TUN
Halocynthia igaboja,"Oka, 1906",,bristly tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Halocynthia,igaboja,NA,,NA,native,unlisted,NA,confirmed,observed,1994-02-26,Charlie Gibbs,PMLS,,NA,2015-05-16,Peter Luckham,iNat:2854905,,428524,TUN
Halosydna brevisetosa,"Kinberg, 1856",,eighteen-scaled worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,Polynoidae,Lepidonotinae,,Halosydna,brevisetosa,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2019-05-05,Dave Metzger,iNat:25586752,,71236,WOR
Hamigera sp.,,,orange cratered encrusting sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Hymedesmiidae,,,Hamigera,,NA,,NA,,,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,342247,POR
Haminoea vesicula,"(Gould, 1855)",,white bubble shell,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Haminoeoidea,Haminoeidae,,,Haminoea,vesicula,NA,,NA,native,unlisted,NA,confirmed,observed,2018-06-24,Karin Fletcher,PMLS,,NA,2018-05-30,Karolle Wall,iNat:12970636,,49812,MOL
Hapalogaster mertensii,"J.F. Brandt, 1850",,hairy crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Hapalogastridae,,,Hapalogaster,mertensii,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,,,,,51635,ART
Harmothoe fragilis,"Moore, 1910",,chocolate & white scaleworm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,Polynoidae,Polynoinae,,Harmothoe,fragilis,NA,,NA,native,unlisted,NA,reported,unobserved,2012-10-06,Andy Lamb,PMLS,,NA,,,,,873903,WOR
Hemigrapsus nudus,"(Dana, 1851)",,purple shore crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,Varuninae,,Hemigrapsus,nudus,NA,,NA,native,unlisted,NA,confirmed,observed,1948-06-05,,RBCM,976-01171-005,1898278739,2011-08-10,Nancy Woodham,iNat:4021637,,48342,ART
Hemigrapsus oregonensis,"(Dana, 1851)",,yellow shore crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,Varuninae,,Hemigrapsus,oregonensis,NA,,NA,native,unlisted,NA,new 2015,observed,,,,,NA,2015-08-28,Andrew Simon,iNat:2580697,,69170,ART
Hemilepidotus hemilepidotus,"(Tilesius, 1811)",,red Irish lord,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Agonidae,Hemitripterinae,,Hemilepidotus,hemilepidotus,NA,,NA,native,SNR,NA,confirmed,observed,1985-07-29,Andy Lamb,PMLS,,NA,2008-11-09,Neil McDaniel,iNat:182377978,,221165,FIS
Henricia aspera,"Fisher, 1906",,ridged blood star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Echinasteridae,,,Henricia,aspera,NA,aspera,NA,native,unlisted,NA,reported,unobserved,1969-02-21,Andy Lamb,PMLS,,NA,,,,,293168,ECH
Henricia leviuscula complex,,,Pacific blood star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Echinasteridae,,,Henricia,leviuscula,NA,,NA,,,NA,confirmed,observed,1973-09-21,Andy Lamb,PMLS,,NA,2013-07-23,Karolle Wall,iNat:3706337,,47664,ECH
Henricia pumila,"Eernisse, Strathmann & Strathmann, 2010",,dwarf mottled henricia,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Echinasteridae,,,Henricia,pumila,NA,,NA,,,NA,new 2023,observed,,,,,NA,2023-06-14,"Dave ""Zeuss"" Cochrane",iNat:167489237,,130864,ECH
Henricia sanguinolenta,"(O.F. Müller, 1776)",,fat blood star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,Echinasteridae,,,Henricia,sanguinolenta,NA,,NA,native,unlisted,NA,confirmed,observed,2009-10-10,Andy Lamb,PMLS,,NA,2023-06-24,"Dave ""Zeuss"" Cochrane",iNat:169325477,,62364,ECH
Heptacarpus brevirostris,"(Dana, 1852)",,stout coastal shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,brevirostris,NA,,NA,native,unlisted,NA,confirmed,observed,1976-06-20,Rita M. O'Clair,CMN,CMNC 2004-3237,NA,2017-05-26,Karolle Wall,iNat:7674355,,63679,ART
Heptacarpus kincaidi,"(Rathbun, 1902)",,Kincaid's shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,kincaidi,NA,,NA,native,unlisted,NA,confirmed,observed,1996-09-28,Charlie Gibbs,PMLS,,NA,2023-04-04,"Dave ""Zeuss"" Cochrane",iNat:153536423,,459524,ART
Heptacarpus sitchensis,"(J.F. Brandt in von Middendorf, 1851)",,red-banded transparent shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,sitchensis,NA,,NA,native,unlisted,NA,new 2017,observed,,,,,NA,2017-05-26,Karolle Wall,iNat:7674367,,67627,ART
Heptacarpus stylus,"(Stimpson, 1864)",,stiletto shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,stylus,NA,,NA,native,unlisted,NA,confirmed,observed,2006-03-05,Andy Lamb,PMLS,,NA,2018-05-31,Karolle Wall,iNat:13029346,,458674,ART
Heptacarpus tridens,"(Rathbun, 1902)",,threespine shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Heptacarpus,tridens,NA,,NA,native,unlisted,NA,reported,unobserved,1999-10-02,Andy Lamb,PMLS,,NA,,,,,459522,ART
Hermissenda crassicornis,"(Eschscholtz, 1831)",,thick-horned nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Myrrhinidae,,,Hermissenda,crassicornis,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2009-07-24,Tyson Ehlers,iNat:8849417,,495552,MOL
Heterochone calyx,"(Schulze, 1886)",,fingered goblet sponge,Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Sceptrulophora,,,Aphrocallistidae,,,Heterochone,calyx,NA,,NA,native,unlisted,NA,confirmed,observed,2012,Jackson W.F. Chu,Chu (2012),,NA,2009-10-03,Jackson W.F. Chu,iNat:144497905,,424648,POR
Heteropora alaskensis,"Borg, 1933",,delicate staghorn bryozoan,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,Heteroporidae,,,Heteropora,alaskensis,NA,,NA,native,unlisted,NA,reported,unobserved,2008-07-19,Andy Lamb,PMLS,,NA,,,,,873902,LOP
Heteropora pacifica,"Borg, 1933",,northern staghorn bryozoan,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,Heteroporidae,,,Heteropora,pacifica,NA,,NA,native,unlisted,NA,confirmed,observed,1971-08-21,Andy Lamb,PMLS,,NA,2023-05-27,"Dave ""Zeuss"" Cochrane",iNat:164585579,,465163,LOP
Hexagrammos decagrammus,"(Pallas, 1810)",,kelp greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Hexagrammidae,Hexagramminae,,Hexagrammos,decagrammus,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.4,NA,2017-07-07,Karolle Wall,iNat:6967042,,68596,FIS
Hexagrammos stelleri,"Tilesius, 1810",,whitespotted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Hexagrammidae,Hexagramminae,,Hexagrammos,stelleri,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.2,NA,2016-07-05,Karolle Wall,iNat:4015063,,186849,FIS
Hiatella arctica,"(Linnaeus, 1767)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Hiatelloidea,Hiatellidae,,,Hiatella,arctica,NA,,NA,,,NA,new 2023,observed,,,,,NA,2023-06-04,Kendall McLaughlin,iNat:165845820,,117617,MOL
Hippasteria phrygiana,"(Parelius, 1768)",,spiny red star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Goniasteridae,Hippasterinae,,Hippasteria,phrygiana,NA,,NA,native,unlisted,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,464048,ECH
Hippolyte clarki,"Chace, 1951",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Hippolytidae,,,Hippolyte,clarki,NA,,NA,,,NA,new 2022,observed,,,,,NA,2022-05-16,Andrew Simon,iNat:117396321,,179835,ART
Homaxinella amphispicula,"(Laubenfels, 1961)",,tough yellow branching sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Homaxinella,amphispicula,NA,,NA,native,unlisted,NA,reported,unobserved,1999-05-04,Andy Lamb,PMLS,,NA,,,,misspelled Hamaxinella amphispicula,459847,POR
Humilaria kennerleyi,"(Reeve, 1863)",,Kennerley's venus,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Venerinae,,Humilaria,kennerleyi,NA,,NA,native,unlisted,NA,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00318-002,1898275723,,,,,873901,MOL
Hyas lyratus,"Dana, 1851",,Pacific lyre crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Oregoniidae,Oregoniinae,,Hyas,lyratus,NA,,NA,native,unlisted,NA,reported,unobserved,1961-05-13,Dan Quayle,RBCM,982-00207-001,1898319325,,,,,459591,ART
Hydractinia sp.,,,barnacle fur hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Hydractinia,,NA,,NA,,,NA,reported,unobserved,2008-03-22,Andy Lamb,PMLS,,NA,,,,,203798,CNI
Hydrallmania franciscana,"(Trask, 1857)",,loose spiral hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,,Hydrallmania,franciscana,NA,,NA,native,unlisted,NA,reported,unobserved,2006-06-30,Andy Lamb,PMLS,,NA,,,,,873899,CNI
Hydrolagus colliei,"(Lay & Bennett, 1839)",,spotted ratfish,Animalia,Chordata,Vertebrata,,Holocephali,,,Chimaeriformes,,,Chimaeridae,,,Hydrolagus,colliei,NA,,NA,native,SNR,NA,confirmed,observed,1971-08-21,Andy Lamb,PMLS,,NA,2007-10-23,Jackson W.F. Chu,iNat:59908560,,84182,FIS
Icelinus tenuis,"Gilbert, 1890",,spotfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Oligocottinae,,Icelinus,tenuis,NA,,NA,native,SNR,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,222146,FIS
Iophon lamella,"Wilson, 1904",,white reticulated sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Acarnidae,,,Iophon,lamella,NA,,NA,native,unlisted,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,196333,POR
Ismaila belciki,"Ho, 1987",,parasitic copepod,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Cyclopoida,Ergasilida,,Splanchnotrophidae,,,Ismaila,belciki,NA,,NA,,,NA,new 2022,observed,,,,,NA,2022-08-16,"Dave ""Zeuss"" Cochrane",iNat:145169491,,872210,ART
Isodictya rigida,"(Lambe, 1893)",,orange finger sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Isodictyidae,,,Isodictya,rigida,NA,,NA,,,NA,reported,unobserved,1960-12-22,W. Clemens,RBCM,981-00064-001,1898268969,,,,reported as Amphilectus rigida (GBIF); as Neoesperiopsis rigida (RBCM),459878,POR
Jordania zonope,"Starks, 1895",,longfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Jordaniidae,,,Jordania,zonope,NA,,NA,native,SNR,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976049,,222465,FIS
